author,comment_original,published_at,like_count,comment_clean
@Dragonof31,"Btw di One piece, teryubito lebih takut tulisan daripada senjata pemusnah massa, karena tulisan bisa menggerakkan dan menggulingkan naga langit tapi senjata pemusnah masal palingan membunuh angkatan laut kelas bawah aja, di op fans letter bisa di lihat yang angkatan laut bawah hanya jadi tumbal aja, cmiiw.",2025-07-03T03:35:57Z,0,btw di one piece teryubito lebih takut tulisan daripada senjata pemusnah massa karena tulisan bisa menggerakkan dan menggulingkan naga langit tapi senjata pemusnah masal palingan membunuh angkatan laut kelas bawah aja di op fans letter bisa di lihat yang angkatan laut bawah hanya jadi tumbal aja cmiiw
@Dragonof31,Ini video kalau di re upload ke tik tok gimana tanggapan nya ya.,2025-07-03T03:32:34Z,0,ini video kalau di re upload ke tik tok gimana tanggapan nya ya
@FishFeedingWorld,Kalo dipikir2 apakah para pahlawan dulu rela berjuang utk indonesia yg bahkan ‘belum ada’?,2025-07-03T02:10:05Z,0,kalo dipikir2 apakah para pahlawan dulu rela berjuang utk indonesia yg bahkan belum ada
@BasoAci-g5o,"1 kalimat, INI KEREN BANGET speak up nya dapet banget aku dukung banget konten seperti ini👍👍👍👍👍👍👍👍👍",2025-07-03T00:07:15Z,0,1 kalimat ini keren banget speak up nya dapet banget aku dukung banget konten seperti ini
@HusnaKhairiah,Jadi ini alasan indonesia tidak menceritakan sejarah asli nya kepada belanda😲,2025-07-02T23:21:17Z,0,jadi ini alasan indonesia tidak menceritakan sejarah asli nya kepada belanda
@rahmanfachrur3047,"Negara indonesia lagi yang kenak , padahal pejabat dan pemerintahan yg  salah jalan 😮‍💨",2025-07-02T22:45:12Z,0,negara indonesia lagi yang kenak padahal pejabat dan pemerintahan yg salah jalan
@FirlanaMaulana-e8v,"Tentang naz* juga gak 100% bener, eropa menuduh naz* Jerman kejam, Zionis, pemusnah dunia. Aslinya gak seburuk itu. Naz* Jerman lah negara yang berani menjatuhkan hukum eropa. Naz* memb*nt*i para yahoedi karena Hitl*r tau yahoedi itu bangsa perusak. Naz* memusnahkan yahoedi biar gak menjajah suatu bangsa karena yahoedi itu bangsa yang tangguh. Naz* lebih baik daripada eropa karena eropa adalah bangsa penjajah. Eropa tak sebaik yang kita lihat dan naz* tidak seburuk yang kita kira",2025-07-02T17:44:11Z,0,tentang naz juga gak 100 bener eropa menuduh naz jerman kejam zionis pemusnah dunia aslinya gak seburuk itu naz jerman lah negara yang berani menjatuhkan hukum eropa naz memb nt i para yahoedi karena hitl r tau yahoedi itu bangsa perusak naz memusnahkan yahoedi biar gak menjajah suatu bangsa karena yahoedi itu bangsa yang tangguh naz lebih baik daripada eropa karena eropa adalah bangsa penjajah eropa tak sebaik yang kita lihat dan naz tidak seburuk yang kita kira
@MaftuhHabib,hai,2025-07-02T15:50:09Z,0,hai
@andrikurniawan531,"Bukannya belajar dari sejarah, kita malah menghapusnya dari buku? lu siapa mau hapus sejarah? Tuhan aja ga bisa, selama Indonesia blm mengakui sejarah2 kelamnya, beban tersebut akan terus dbawa dan menghambat kemajuan Negara Ini",2025-07-02T15:40:00Z,0,bukannya belajar dari sejarah kita malah menghapusnya dari buku lu siapa mau hapus sejarah tuhan aja ga bisa selama indonesia blm mengakui sejarah2 kelamnya beban tersebut akan terus dbawa dan menghambat kemajuan negara ini
@ZaidanmafazaMafaza,sama bener aja bang ada hecker di amerika sama indonesia juga punya hecker (editor paling mematikan) dan mengasih tau kalau misal untuk menghacur semua indonesia dan bencana di tanggal beneran jakarta akan tenggelam karna ada sebab tolongin bang aku di kabupaten di serap semua sama .. a... o (berkeja sama amerika ternyata),2025-07-02T14:17:56Z,1,sama bener aja bang ada hecker di amerika sama indonesia juga punya hecker editor paling mematikan dan mengasih tau kalau misal untuk menghacur semua indonesia dan bencana di tanggal beneran jakarta akan tenggelam karna ada sebab tolongin bang aku di kabupaten di serap semua sama a o berkeja sama amerika ternyata
@ZaidanmafazaMafaza,bagus bang  negara lain Amerika china dll. kenyataan bang,2025-07-02T14:10:34Z,1,bagus bang negara lain amerika china dll kenyataan bang
@giovaninatalie2114,Terima kasih Kok Bisa,2025-07-02T13:49:26Z,0,terima kasih kok bisa
@25_sandivaavriella7f4,"Kalau kalian suka topik kek gini, aku ada rekomendasi bacaan kayak: 1984, Fahrenheit, the handmaids tale",2025-07-02T13:38:24Z,0,kalau kalian suka topik kek gini aku ada rekomendasi bacaan kayak 1984 fahrenheit the handmaids tale
@AbelChristabel-j4e,"bang, penasaran sama sejarah masa bersiap nihh, boleh dibahas gak?, makasihh",2025-07-02T13:34:34Z,0,bang penasaran sama sejarah masa bersiap nihh boleh dibahas gak makasihh
@rpa69,"Kalau di pikir pikir pantesan guru pkn gw dulu salahin jawab gw, karna ambil dari luar. Yang dimana sejarah asli hanya bisa di lihat dari sudut pandang ketiga, bukan dari pemenang, jadi guru gw ngamuk ngutip berita aslinya wkwk.",2025-07-02T12:29:16Z,0,kalau di pikir pikir pantesan guru pkn gw dulu salahin jawab gw karna ambil dari luar yang dimana sejarah asli hanya bisa di lihat dari sudut pandang ketiga bukan dari pemenang jadi guru gw ngamuk ngutip berita aslinya wkwk
@Arkana-p5u,"emang sih sejarah cuman ngebahas masa lalu, namun masa lalu itulah yang akan menentukan bagaimana masa depan nantinya. ya, moga-moga indonesia gak sampai parah lah masalah kek gini.",2025-07-02T12:14:02Z,1,emang sih sejarah cuman ngebahas masa lalu namun masa lalu itulah yang akan menentukan bagaimana masa depan nantinya ya moga moga indonesia gak sampai parah lah masalah kek gini
@Crystal-yq7xj,Masa cape cape bikin animasi ginian gak takut di ambil sama disuruh klarifikasi,2025-07-02T11:58:30Z,1,masa cape cape bikin animasi ginian gak takut di ambil sama disuruh klarifikasi
@RRadit456,Oleh karena itu ICHIRO ODA. Akan mengungkapkannya melalui ONE PIECE,2025-07-02T11:54:18Z,0,oleh karena itu ichiro oda akan mengungkapkannya melalui one piece
@donatusbeke5113,😢😢😢 emmm itu kristen ya tadi ada tanda salib plis jangan hujat,2025-07-02T11:49:14Z,0,em itu kristen ya tadi ada tanda salib plis jangan hujat
@minixox,"Alamak, Palestina adalah orang-orang arab yang dibawa Umar bin Khattab",2025-07-02T11:29:21Z,0,alamak palestina adalah orang orang arab yang dibawa umar bin khattab
@acopory,Wut wut wut #melawan,2025-07-02T10:16:58Z,0,wut wut wut melawan
@FeroKoCh,"kasus gelap penghapusan komunisme di indonesia juga ada campur tangan barat, iya kan?",2025-07-02T09:51:05Z,0,kasus gelap penghapusan komunisme di indonesia juga ada campur tangan barat iya kan
@sitikhayyiratulakhfa7825,manusia kok.. sebegitunya banget ya 🥲,2025-07-02T08:31:33Z,1,manusia kok sebegitunya banget ya
@RevanFanshayogo,Bang sebenernya berapa banyak lagu di dunia kalau semuanya ditulis di tempok bakal segimana?,2025-07-02T07:47:01Z,0,bang sebenernya berapa banyak lagu di dunia kalau semuanya ditulis di tempok bakal segimana
@AkunPelajar-zj1nz,"Bab 1: PKI 
pada masa g30s PKI, sebenarnya dalang pembunuhan itu masih jadi misteri. ada yang berpendapat jika sebenarnya soeharto sengaja membunuh jendral dan perwira tersebut untuk dirinya sendiri agar bisa menjadi pemimpin indonesia dengan iming iming bahwa PKI lah yang menjadi dalang pembunuhan tersebut. namun pada tahun 2017 di United state, tapatnya pada perpustakaan besar USA yang menyimpan banyak dokumen rahasia. pada dokumen tersebut diceritakan bahwa yang membunuh jendral dan perwira tersebut adalah Agen CIA USA. tapi itu masih menjadi berita yang belum tentu benar. 
sebenarnya PKI tidak seburuk yang diceritakan dibuku sejarah indonesia, akan tetapi para pembenci partai itulah yang mengedarkan berita kebohongan yang sangat sangat bikin para pembacanya percaya tentang kejahatan yang dilakukan PKI. 

Bab 2: Kebohongan Amerika
seperti yang kalian tahu, jika saat ini amerika serikat menjadi pasar internasional. semua yang ditulis dan dibuat oleh google itu adalah sebuah kebohongan semata tentang yang di sebutkan jika amerika adalah negara yang sempurna dari ekonomi dan politik. akan tetapi banyak orang yang tidak tahu, jika jud! dan para p3lac0r pusat internasionalnya ada di Las Vegas yang merukan bagian dari amerika serikat. pengedaran n4rk0ba internasional juga berasal dari las vegas dan meksiko. akan tetapi tidak dibahas dalam sejarah dunia. 

Bab 3: Militer Amerika 
sekarang kita tidak akan membahas pada abad 20, akan tetapi kita mundur kejaman perang dunia 1 dan 2. setelah perang dunia pertama berakhir karena jerman kalah, melakukan perjanjian versailes. dalam perjajian tersebut jerman memiliki hutang banyak terhadap amerika, pembatasan militer, bahkan kehilangan wilayah. faktanya, amerika sengaja bikin perjanjian tersebut demi kepentingan diri sendiri. bahkan setelah perang dunia ke 1, militer milik jerman di sita dan diambil oleh amerika. seperti yang kalian tahu pada tahun 1939 adalah awal dari kebangkitan jerman nazi, sebenarnya jerman nazi lebih kuat daripada amerika serikat pada masanya. akan tetapi di jelaskan oleh google bahwa yang paling kuat adalah militer nya amerika serikat. faktanya aja, amerika serikat menggabungkan pasukannya dengan mengambil pasukan yang ada di kanada dan mexico. saat the battle of pacific, pearl harbour berhasil dikuasai jepang, nah itulah contoh jika amerika serikat lawan kekaisaran jepang saja sampai kesusahan gitu. 

Bab 4: kejahatan, kekarasan, dan pelanggaran perang dilakukan pasukan amerika dalam wwh 2
saat pasuka amerika dan inggris telah sampai di bagian selatan italia, bahwa amerika dan inggris memanggil pasukan pengebom untuk menghancurkan monte cassino. padahal dalam perjanjian perang, bangunan sejarah tidak boleh dihancurkan. akan tetapi pasukan tersebut malah melanggar aturan perang. ketika malam tiba di sisi barat prancis, ketika wilayah tersebut ingin di rebut kembali setelah di ambil oleh jerman nazi. terdapat sebuah pelanggaran yaitu mengebom atom wilayah warga sipil di prancis yang tidak bersalah. saat wilayah prancis sudah tidak menjadi wilayah jerman nazi, ada sebuah kekerasan s3ksual yang tidak tertulis di buku sejarah USA tentang perlakuan pasukannya tersebut. mereka memp3rkosa hingga menembaki  hingga tewas.

Bab 5: Fakta dari jerman nazi wwh 2
Jerman nazi dendam terhadap perjanjian versailes tersebut, karena rakyat jerman pada menderita dan ketidakstabilan ekonomi dan politik. jerman nazi dendam terhadap prancis, inggris, dan juga amerika. makanya pada wwh 2, jerman sangat nyerang secara brutal terhadap prancis dan inggris. selama wwh 2, seperti yang kalian tahu. jika jerman nazi benci terhadap kaum yahudi. akan tetapi pada buku sejarah eropa, diyakini jika jerman nazi paling kejam pada masanya. faktanya saat invasi wilayah prancis, jerman nazi tidak menyerang rakyat sipil, akan tetapi pemerintahan prancis. Jerman menjadi negara militer paling kuat + ekonomi paling unggul pada masanya. 

Bab 6: Fakta dari cold war hingga dibawa saat ini
saat cold war terjadi, ketika uni soviet vs amerika. amerika serikat membuat organisasi nato yang memiliki tujuan untuk meruntuhkan ekonomi uni soviet, akan tetapi nato tetap berdiri hingga saat ini. ketika cold war, amerika menggunakan nato untuk meruntuhkan uni soviet. akan tetapi, pada saat ini. amerika serikat bertindak semena mena, dikarenakan dilindungi oleh nato. 

Bab 7: Bukti amerika sebenarnya tidak sekuat yang dibicarakan
ketika perang vietnam dimulai. ada pasuka amerika, prancis, dan inggris yang sedang melawan pasukan vietnam. ujung ujungnya yang menang yah juga vietnam. saat mission desert storm, amerika meminta bantuan inggris dan prancis untuk melawan pasukan iran. dan yang jadi b0d0hnya lagi adalah amerika cuma lawan iran sampai butuh bantuan inggris dan prancis, hingga mengeluarkan semua peralatan militernya dari yang biasa saja sampai paling canggih hanya untuk melawan iran",2025-07-02T07:38:02Z,1,bab 1 pki pada masa g30s pki sebenarnya dalang pembunuhan itu masih jadi misteri ada yang berpendapat jika sebenarnya soeharto sengaja membunuh jendral dan perwira tersebut untuk dirinya sendiri agar bisa menjadi pemimpin indonesia dengan iming iming bahwa pki lah yang menjadi dalang pembunuhan tersebut namun pada tahun 2017 di united state tapatnya pada perpustakaan besar usa yang menyimpan banyak dokumen rahasia pada dokumen tersebut diceritakan bahwa yang membunuh jendral dan perwira tersebut adalah agen cia usa tapi itu masih menjadi berita yang belum tentu benar sebenarnya pki tidak seburuk yang diceritakan dibuku sejarah indonesia akan tetapi para pembenci partai itulah yang mengedarkan berita kebohongan yang sangat sangat bikin para pembacanya percaya tentang kejahatan yang dilakukan pki bab 2 kebohongan amerika seperti yang kalian tahu jika saat ini amerika serikat menjadi pasar internasional semua yang ditulis dan dibuat oleh google itu adalah sebuah kebohongan semata tentang yang di sebutkan jika amerika adalah negara yang sempurna dari ekonomi dan politik akan tetapi banyak orang yang tidak tahu jika jud dan para p3lac0r pusat internasionalnya ada di las vegas yang merukan bagian dari amerika serikat pengedaran n4rk0ba internasional juga berasal dari las vegas dan meksiko akan tetapi tidak dibahas dalam sejarah dunia bab 3 militer amerika sekarang kita tidak akan membahas pada abad 20 akan tetapi kita mundur kejaman perang dunia 1 dan 2 setelah perang dunia pertama berakhir karena jerman kalah melakukan perjanjian versailes dalam perjajian tersebut jerman memiliki hutang banyak terhadap amerika pembatasan militer bahkan kehilangan wilayah faktanya amerika sengaja bikin perjanjian tersebut demi kepentingan diri sendiri bahkan setelah perang dunia ke 1 militer milik jerman di sita dan diambil oleh amerika seperti yang kalian tahu pada tahun 1939 adalah awal dari kebangkitan jerman nazi sebenarnya jerman nazi lebih kuat daripada amerika serikat pada masanya akan tetapi di jelaskan oleh google bahwa yang paling kuat adalah militer nya amerika serikat faktanya aja amerika serikat menggabungkan pasukannya dengan mengambil pasukan yang ada di kanada dan mexico saat the battle of pacific pearl harbour berhasil dikuasai jepang nah itulah contoh jika amerika serikat lawan kekaisaran jepang saja sampai kesusahan gitu bab 4 kejahatan kekarasan dan pelanggaran perang dilakukan pasukan amerika dalam wwh 2 saat pasuka amerika dan inggris telah sampai di bagian selatan italia bahwa amerika dan inggris memanggil pasukan pengebom untuk menghancurkan monte cassino padahal dalam perjanjian perang bangunan sejarah tidak boleh dihancurkan akan tetapi pasukan tersebut malah melanggar aturan perang ketika malam tiba di sisi barat prancis ketika wilayah tersebut ingin di rebut kembali setelah di ambil oleh jerman nazi terdapat sebuah pelanggaran yaitu mengebom atom wilayah warga sipil di prancis yang tidak bersalah saat wilayah prancis sudah tidak menjadi wilayah jerman nazi ada sebuah kekerasan s3ksual yang tidak tertulis di buku sejarah usa tentang perlakuan pasukannya tersebut mereka memp3rkosa hingga menembaki hingga tewas bab 5 fakta dari jerman nazi wwh 2 jerman nazi dendam terhadap perjanjian versailes tersebut karena rakyat jerman pada menderita dan ketidakstabilan ekonomi dan politik jerman nazi dendam terhadap prancis inggris dan juga amerika makanya pada wwh 2 jerman sangat nyerang secara brutal terhadap prancis dan inggris selama wwh 2 seperti yang kalian tahu jika jerman nazi benci terhadap kaum yahudi akan tetapi pada buku sejarah eropa diyakini jika jerman nazi paling kejam pada masanya faktanya saat invasi wilayah prancis jerman nazi tidak menyerang rakyat sipil akan tetapi pemerintahan prancis jerman menjadi negara militer paling kuat ekonomi paling unggul pada masanya bab 6 fakta dari cold war hingga dibawa saat ini saat cold war terjadi ketika uni soviet vs amerika amerika serikat membuat organisasi nato yang memiliki tujuan untuk meruntuhkan ekonomi uni soviet akan tetapi nato tetap berdiri hingga saat ini ketika cold war amerika menggunakan nato untuk meruntuhkan uni soviet akan tetapi pada saat ini amerika serikat bertindak semena mena dikarenakan dilindungi oleh nato bab 7 bukti amerika sebenarnya tidak sekuat yang dibicarakan ketika perang vietnam dimulai ada pasuka amerika prancis dan inggris yang sedang melawan pasukan vietnam ujung ujungnya yang menang yah juga vietnam saat mission desert storm amerika meminta bantuan inggris dan prancis untuk melawan pasukan iran dan yang jadi b0d0hnya lagi adalah amerika cuma lawan iran sampai butuh bantuan inggris dan prancis hingga mengeluarkan semua peralatan militernya dari yang biasa saja sampai paling canggih hanya untuk melawan iran
@samuelhmgn1512,kalo kok bisa tiba² serius berarti ada yg tudak beres dengan negara ini,2025-07-02T07:18:53Z,0,kalo kok bisa tiba serius berarti ada yg tudak beres dengan negara ini
@fla_mbeth,makanya kan anggaran dialihkan ke MBG bukan optimalisasi pendidikan 🥰🥰🥰,2025-07-02T06:55:34Z,0,makanya kan anggaran dialihkan ke mbg bukan optimalisasi pendidikan
@MC_Fazzz,mau nanya ini ngeditnya menggunakan apk apa??😅😅,2025-07-02T06:39:11Z,0,mau nanya ini ngeditnya menggunakan apk apa
