comment_ori,comment_clean,llm_label
"Sudah sedari awal negeri ini berdiri banyak sejarah yang dihapuskan. Waktu SD dulu tidak pernah ditulis adanya perseteruan antar kerajaan, maupun sistem kasta: raja(royal), bangsawan (manor atau noble), rakyat jelata(peasant), maupun budak(serf atau slave). Semuanya seperti bersatu tidak memiliki tembok pembatas. Akhirnya budaya feodal di masyarakat yang kurang cocok di sistem demokrasi dianggap tetap relevan, dan banyak penjabat merasa dianugrahi keistimewaan seperti bangsawan bukan merasa membawa sebuah mandat tugas dari pajak rakyat. Semuanya ditulis ulang untuk propaganda dan berakhir menjadi kebiasaan pemerintah. Sudah saatnya menghentikan perilaku tersebut. Adanya kesalahan dimasa lalu itu bisa menjadi bahan evaluasi. dengan menghapusnya hanya akan membuat bingung proses pemecahan suatu masalah atau menemukan solusi untuk sebuah masalah.",dar awal negeri diri banyak sejarah hapus waktu dulu pernah tulis seteru antar kerajan maupun sistem kasta raja royal bangsawan manor noble rakyat jelata peasant maupun budak serf slave semua satu tembok bata akhir budaya feodal masyarakat kurang cocok sistem demokrasi diangap tetap relevan banyak jabat rasa dianugrahi keistimewan bangsawan rasa bawa buah mandat tugas pajak rakyat semua tulis ulang propaganda akhir bias perintah sit henti perilaku salah masa bahan evaluasi hapus bingung prose pecah suatu masalah temu solusi buah masalah,Netral
"Dimana bahayanya? Gen muda sekarang udah males baca buku sejarah. Mereka lebih fokus untuk menambah penghasilan.
Apakah perubahannnya bisa di yakini ? Pasti tidak. Krn pelaku sejarah sudah banyak yg meninggal dan sumber saat ini hanya mendengar dari cerita org yg belum tentu benar Krn pasti punya motif tersendiri.",bahaya muda sekarang udah male baca buku sejarah fokus tambah hasil perubahanya yakin laku sejarah banyak meningal sumber dengar cerita benar punya motif sendiri,Netral
Pentingnya membrontak dan tidak 100% turut dengan pemerintah,penting membrontak turut perintah,Netral
"Di Jerman, sekolah mengajarkan tentang Nazi agar tidak terulang lagi",jerman sekolah ajar nazi ulang,Positif
"makasihh yaaa kobii sasa,,, buat ilmunya hihihi ",kobi sasa buat ilmu hihihi,Positif
Semangat kok bisa !!!!💪🏽😆,semangat,Positif
Kalau mereka menghapus kitalah yang akan pulihkan sejarah tersembunyi,hapus kita pulih sejarah sembunyi,Positif
1:28 prabowo anj,prabowo,Positif
"Masa lalu aja dikorupsi, apalagi masa depan 😂",masa korupsi masa depan,Netral
Maaf Indonesia...tapi makin Hari rasa benci gw Sama petinggi² negara ini terus² bertambah sekian persen setiap harinya😌,indonesia hari rasa benci tingi negara tambah sekian persen hari,Negatif
"Di jepang aja mahasiswa, bahkan anak sekolah aja ga ada yg tahu kalau negara Jepang itu menjajah negara di asia seperti Indonesia. Tapi yg mereka tahu adalah negara Jepang membantu beberapa negara di asia😢",jepang mahasiswa anak sekolah negara jepang jajah negara asia indonesia negara jepang bantu beberapa negara asia,Negatif
warga indonesia wajib nonton ini mah biar paham,warga indonesia wajib nonton paham,Netral
Suaranya lama lama habis wkwkwk mic nya ga mungkin mic murahan kan? Pasti orang yg ngomong aja vokal gatau vokal wkwk,suara lama lama habis wkwkwk murah ngomong vokal gatau vokal wkwk,Netral
"dengan adanya sisi kelam, kita belajar bahwa jangan sampai kejadian lagi, bukan di bungkam rapat rapat.",sisi kelam ajar jadi bungkam rapat rapat,Netral
"Apakah ""muscle memory"" beneran ada? Dan bagaimana cara kerjanya",muscle memory beneran cara kerja,Netral
MERINDING nonton ini sampe habisss,merinding nonton habis,Positif
Soekarno gak sesuci itu di buku sejarah 💔,soekarno suci buku sejarah,Netral
Bang gw masih penasaran apa sih isi dari supersemar sampai di rahasiakan?!,penasaran supersemar rahasia,Netral
Terimakasih telah menambah wawasan dan menyadarkan kita bang❤,terimakasih tambah wawas sadar,Netral
"gen z adalah worst generation yang ada di one piece, apakah mereka yang akan membuat perubahan besar? who knows",bad generation piece ubah besar know,Netral
"Ini absolut cinema banget, visual paling menarik yang pernah saya tonton di animasi indonesia, tetap terus membagikan pengetahuan ya kok bisa❤",absolut cema visual tarik pernah tonton animasi indonesia tetap bagi tahu,Netral
dari jaman perang juga gitu sejarah banyak yg di ubah. Ga kaget lagi,jaman perang sejarah banyak ubah kaget,Netral
LAWAN,lawan,Netral
"Menurut gw penghapusan sejarah yg paling besar adalah penghapusan sejarah dari abad 7-14 mungkin sedikit kita yg tau kalo kekuasaan dinasti umayyah itu sampe tembok china,70 KM lagi sampe prancis",hapus sejarah besar hapus sejarah abad sedikit kalo kuas dinasti umayah tembok china prancis,Netral
"Masyarakat Indonesia kalo nurut Ama pemerintahan Indonesia yang  sekarang, Apakah akan menjadi lebih baik apa berguguran perlahan lahan yaak?",masyarakat indonesia kalo nurut perintah indonesia sekarang baik gugur perlahan lahan,Netral
"Apa alasan dibalik 'Revisi Sejarah' yang terjadi? Apakah 'Sang Dalang' ingin menghapus catatan kelamnya? 

Sejarah adalah cermin masa lalu, pelajaran agar kita tak terjatuh di lubang yang sama.",ala balik revisi sejarah jadi sing dalang hapus catat kelam sejarah cermin masa ajar jatuh lubang,Netral
"Dan kejadian PETRUS ini beneran terjadi nyata, karena korbannya temennya papahku sendiri (ditembak di dpn gang bjr), emang iya seperti yang dikatakan klo PETRUS ini mengincar preman preman atau yang bertato, karena stigma jaman dulu klo bertato = orang jahat/preman. Dan knp ini terjadi tu karna polisi emang ga bisa kerja, bahkan malah takut sama preman soalnya dulu kerjaannya gelud, perang,dsb gt gt ntah pake sajam ataupun fisik dan emang preman preman merajalela dimana mna. Bahkan bukan hal yang aneh klo liat mayat bekas di tembak petrus, ya karna saking bnyknya. Dan buat pembantaian yg tahun 98 ini jg korbannya banyak untungnya di tempat papaku ga begitu parah, tapi tetep parah dan pusatnya di solo, which is deket sama daerah papaku, di Solo bahkan banyak mobil dan rumah di bakar, kek pemerintah dan aparat kemana? Kerugiannya banyak loh itu, bahkan sampe seka ortuku slalu wanti wanti sama aku dan ccku.  Dan sebelum taun 98 tu jg ada ternyata klo ga salah taun 70an aku lupa taun brp, pas itu mamaku lagi SD dan kerusuhan dan pembunuhan yang ngincer suku kami tu terjadi diluar jawa kebanyakan. Tapi yang aku bingungkan knp kok ga pernah dibahas ya? Pdhl aku anak IPS yang emang belajar dan suka sejarah. Semua cerita itu aku dapet dari ortuku yang emang jadi saksi sejarahnya langsung",jadi petrus beneran jadi nyata korbanya temenya papah sendiri tembak gang kata petrus incar preman preman tato stigma jaman dulu tato jahat preman jadi karna polisi kerja takut preman dulu kerja gelud perang ntah pake sajam atau fisik preman preman rajalela aneh liat mayat bekas tembak petrus karna saking bnyknya buat bantai tahun korbanya banyak untung tempat papa parah tetep parah pusat solo deket daerah papa solo banyak mobil rumah bakar perintah aparat kerugianya banyak seka ortuku slalu wanti wanti taun nyata salah taun lupa taun mama rusuh bunuh ngincer suku jadi luar jawa bingung pernah bahas pdhl anak ajar suka sejarah semua cerita dapet ortuku saksi sejarah langsung,Positif
Min saya boleh g ngeclip video nya ke tiktok soal nya kualitas nya bagus,ngeclip video tiktok soal kualitas bagus,Positif
Salah satu yang sukses jepang sih ngahapus sejarah penjajahan nya,salah satu sukses jepang ngahapus sejarah jajah,Positif
"merinding banget waktu lihat buku-buku yang di-mention di sini, semuanya aku punya.",merinding waktu lihat buku buku mention sini semua punya,Positif
Kawal! Jangan sampai kena takedown,kawal kena takedown,Positif
"Hadehh prabowo sama rezim nya serem banget. 

Padahal mereka ikut andil di peristiwa naas di masa itu. 

Nyesel ga milih 02 ?",hadeh prabowo rezim rem padahal ikut andil peristiwa masa nyesel milih,Positif
“sejarah yang utuh adalah milik kita semuanya”,sejarah utuh milik semua,Netral
Negara kita juga berdosa buat tindakan 1 ini,negara dosa buat tindak,Positif
"Menurut gw diakhirat nanti semua fakta2 divideo ini bakal diperlihatkan, khususnya kelakukan AS dan israel.",akhirat semua fakta video lihat khusus laku israel,Positif
8:24 jadi keinget buku laut bercerita😢,keinget buku laut cerita,Netral
"maaf min, suara videonya kurang besar. aku udah gedein volume hp & laptop tetep agak kecil",suara kurang besar udah gedein volume laptop tetep kecil,Positif
Absolute cinema✋🤚🙂‍↕️,absolute cema,Positif
😢,,Positif
ko bisaaa,,Positif
Hanya pemenang yg menulis sejarah,menang tulis sejarah,Positif
Min Coba Bahas Cara Kerja Gyroscope Di Hp,bahas cara kerja gyroscope,Netral
Selalu merinding kalau denger soal masalah Indonesia 😢,merinding denger soal masalah indonesia,Positif
4:21 NANDODEMO,nandodemo,Positif
"Entah knp pemerintah sekarang bahkan di dunia pun menghapuskan sejarah sejarah kelam negaranya, dan di ganti dengan sejarah tentang pemerintahan masa lalu nya yg dengan gagah berani tanpa celah kesalahan, padahal setiap manusia pasti punya sisi buruk dan pasti melakukan kesalahan dalam hidupnya, padahal sejarah sejarah yg di hapus itu lah yg harusnya di ajarkan hikmah nya pada generasi selanjutnya untuk menghadapi masa depan, apakah untuk membatasi atau bagaimana",entah perintah sekarang dunia hapus sejarah sejarah kelam negara ganti sejarah perintah masa gagah berani celah salah padahal manusia punya sisi buruk salah hidup padahal sejarah sejarah hapus harus ajar hikmah generasi lanjut hadap masa depan bata,Positif
"8:24 jika kalian menganggap reme sejarah, jangan salahkan siapapun jika ini terjadi di anak atau cucumu nanti. Karna dari sejarah kita belajar bagaimana cara/solusi untuk menghindari peristiwa serupa. Semoga Tuhan memberkati kita semua.",mengangap reme sejarah salah siapa jadi anak cucu karna sejarah ajar cara solusi hindar peristiwa rupa moga tuhan kati semua,Positif
4:14 jadi keinget anime orb Cok😮,keinget anime,Positif
KokBisa is cooking.........🔥,kokbisa coke,Positif
sudah ku duga cintailah indonesia dalam bentuk bansa bukan negara republik. AKU CINTA INDONESIA DAN BENCI REPUBLIK,duga cinta indonesia bentuk bansa negara republik cinta indonesia benci republik,Positif
"Sejarah itu bagaikan diri mu sendiri dan perlakuan mu sendiri, yang baik di ceritakan yang buruk di sembunyi sembunyikan logisnya gini kamu  tidur tapi kamu ngompol pasti malu dong cerita?. sama jga sejarag Apapun yang jelek pasti di sembunyikan Tapi jika telaah lebih dalam pasti ketahuan keburukannya",sejarah bagai diri sendiri laku sendiri baik cerita buruk sembunyi sembunyi logis tidur ngompol malu cerita sejarag apa jelek sembunyi tahu keburukanya,Positif
PAPUA. sekarang mulai terlihat kenapa KKB lebih memberontak kepada pemerintah. Tolong bahas PAPUA bang,papua sekarang mulai lihat berontak perintah bahas papua,Positif
"Doflamigo: ""THE WINNER CLAIM JUSTICE""",doflamingo klaim adil menang,Positif
"And when history did not cooperate, history was changed


~Captain America : The Winter Soldier",sejarah kerja sejarah ubah captain america winter soldier,Positif
"Ketika KokBisa udah tidak netral, berarti negara ini sudah tidak baik-baik saja!",kokbisa udah netral arti negara baik baik,Positif
"Manusia memang sudah melawan sejak ribuan tahun lalu,jadi memang terjadi seperti contoh:WWI ,perang kemerdekaan Indonesia,dll",manusia lawan sejak ribu tahun jadi contoh perang kemerdekan indonesia,Netral
"bang mau nanyaa gimana sihh proses penyerapan gizi pada tubuh saat kita minum susu?

makasih banh semoga di notice🙏🏻",nanya prose serap gizi tubuh minum susu banh moga notice,Positif
SEJARAH GA BISA DIHAPUS KALAU KITA NULIS DI BLOCKCHAIN BTC.,sejarah hapus nulis blockchain,Positif
"Intinya ""Lawan"", jangan takut akan para penguasa",inti lawan takut kuasa,Positif
"Relate ama one piece sih, pemerintah dunia sama"" Ngilangin sejarah kelam mereka. BTW yang nakama salam kenal",relate piece perintah dunia ngilangin sejarah kelam nakama salam kenal,Netral
Hentikan penghapusan dan revisi sejarah,henti hapus revisi sejarah,Positif
"Respect kepada semua tim KokBisa, terutama buat editor video ini ❤",respect semua kokbisa utama buat editor video,Positif
"Emang paling bener kalo belajar dan baca sejarah lebih jauh itu lewat google dan ChatGPT, Sepertinya sekolah Indonesia harus mulai menggunakan google dan ChatGPT untuk pelajaran sejarah",bener kalo ajar baca sejarah jauh lewat gogle chatgpt seperti sekolah indonesia mulai mengunakan gogle chatgpt ajar sejarah,Negatif
"BIG thanks, Mas Kobi",terima kasih banyak kobi,Negatif
Ah normal ini mah,normal,Netral
"Naikin Gaji Ryan Eleazar Om,jobdesk nya banyak bet.wkwkwkwkwkwk",naikin gaji ryan eleazar jobdesk banyak wkwkwkwkwkwk,Negatif
"Pantesan sejarah pasti berulang wong yang buruk buruk nya dihapus dan akan terjadi lagi di kemudian hari karena tidak ada seorang pun yang mengingatnya 
Dan menghapus sejarah sama dengan menghina darah dan nyawa yang gugur di peristiwa tersebut",pantesan sejarah ulang wong buruk buruk hapus jadi kemudian hari orang ingat hapus sejarah hina darah nyawa gugur peristiwa,Netral
"Hati hati bang, biasanya konten kaya gini di blok, mungkin video ini hanya bertahan dalam beberapa hari saja",hati hati biasa konten kaya blok video tahan beberapa hari,Netral
"Request cerita tan Malaka min, kyknya nyambung sama video ini",request cerita malaka kyknya nyambung video,Netral
biarkan kita bodoh dan mereka akan terus berkuasa.,biar bodoh kuasa,Netral
min bahas dong kenapa kalau dalam pertandingan tinju orang bisa langsung knock out dan rata rata gabisa bangun apa yang dirasakan,bahas tanding tinju langsung knock rata rata gabisa bangun rasa,Netral
"hapus jejak digital udah biasa, waktunya jejak sejarah",hapus jejak digital udah biasa waktu jejak sejarah,Positif
Lawan 🎻,lawan,Positif
"Pa nya yang dihapus, selama sekolah perasaan semua yang dinarasikan dividio ini ga pernah di ajarkan disekolah. Semua itu cuma informasi dari mulut ke mulut",hapus lama sekolah peras semua narasi dividio pernah ajar seko semua informasi mulut mulut,Positif
"masalah ada untuk diselesaikan bukan ditinggalkan,jika kita tinggalkan masalahnya,apakah akan hilang? oh jelas tidak,malah bisa membuat masalah baru


kata-kata dari orang berkacamata yang ikut pilpres,tapi wakilnya ikut ke kabinet,tapi dia jadi influencer sekarang",masalah selesai ditingalkan tingalkan masalah hilang jelas masalah baru kata kata kacamata ikut pilpres wakil ikut kabinet influencer sekarang,Negatif
Apakah fingerprint benar benar unique atau bisa sama?,fingerprint benar benar unique,Positif
Moga gk ilang bang channel mu. Simpen video2 ginian dimana2 biar gk di ilangin pemerintah,moga ilang chanel simpen video ginian ilangin perintah,Positif
Anak sekarang di didik dengan sejarah edisi terbaru agar bisa jadi pasukan militer yg akan membungkam kita yg tau seberapa mengerikan peristiwa dahulu,anak sekarang didik sejarah edisi baru pasu militer bungkam berapa keri peristiwa,Positif
Aneh pemerintah jaman dulu ngak kaya gini pemerintah menampilkan kebobrokan mreka didepan publik secara terbuka,aneh perintah jaman dulu kaya perintah tampil bobrok mreka depan publik buka,Positif
"Perasaan emang dari dulu di buku pkn atau sejarah atau lainnya, gak pernah ada yang nyebut petrus dah... Gw kelahiran 2000 jadi maaf",peras dulu buku sejarah lai pernah nyebut petrus lahir,Netral
Sama serunya cerita nya kayak Nadia omara kemaren😆,seru cerita nadia omara kemaren,Positif
Semua negera memelki kegelapan masing. Tapi kita sebagai masyarakat juga harus bijak dan paham dan tahu,semua negera memelki gelap masing masyarakat bijak paham,Positif
"Tolong dong surat supersemar sebisa mungkin ketahuan, gila penasaran banget gw. Walaupun orang sekarang bilang cuma sepucuk surat biasa tapi gw penasaran cooook😅",surat supersemar bisa tahu gila penasaran walaupun sekarang bilang pucuk surat biasa penasaran,Positif
